@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
523,'2017/11/02 23:35:51:093',5,351.630005,68.730003,-1.15,0.058183,0.24,0.03,0.49,0.86
524,'2017/11/02 23:35:51:150',5,351.679993,68.760002,-1.22,0.058183,0.24,0.03,0.49,0.86
525,'2017/11/02 23:35:51:212',5,351.779999,68.739998,-1.34,0.058183,0.24,0.03,0.49,0.86
526,'2017/11/02 23:35:51:270',5,351.73999,68.75,-1.31,0.058183,0.24,0.03,0.49,0.86
527,'2017/11/02 23:35:51:334',5,351.869995,68.760002,-1.4,0.058183,0.24,0.03,0.49,0.86
528,'2017/11/02 23:35:51:389',5,351.820007,68.769997,-1.3,0.058183,0.24,0.03,0.49,0.86
529,'2017/11/02 23:35:51:470',5,351.700012,68.650002,-1.15,0.058183,0.24,0.03,0.49,0.86
530,'2017/11/02 23:35:51:537',5,351.5,68.480003,-0.84,0.058183,0.24,0.03,0.49,0.86
531,'2017/11/02 23:35:51:612',5,351.769989,68.389999,-1.08,0.058183,0.24,0.03,0.49,0.86
532,'2017/11/02 23:35:51:698',5,351.839996,68.57,-1.06,0.058183,0.24,0.03,0.49,0.86
533,'2017/11/02 23:35:51:765',5,352.070007,68.690002,-1.34,0.058183,0.24,0.03,0.49,0.86
534,'2017/11/02 23:35:51:838',5,351.799988,68.669998,-1.1,0.058183,0.24,0.03,0.49,0.86
535,'2017/11/02 23:35:51:906',5,351.809998,68.550003,-1.2,0.058183,0.24,0.03,0.49,0.86
536,'2017/11/02 23:35:51:976',5,351.679993,68.559998,-1.07,0.058183,0.24,0.03,0.49,0.86
537,'2017/11/02 23:35:52:023',5,351.709991,68.580002,-1.13,0.058183,0.24,0.03,0.49,0.86
538,'2017/11/02 23:35:52:086',5,351.579987,68.580002,-1.01,0.058183,0.24,0.03,0.49,0.86
539,'2017/11/02 23:35:52:155',5,351.470001,68.589996,-0.88,0.058183,0.24,0.03,0.49,0.86
540,'2017/11/02 23:35:52:209',5,351.51001,68.650002,-0.96,0.058183,0.24,0.03,0.49,0.86
541,'2017/11/02 23:35:52:288',5,351.619995,68.639999,-1.12,0.058183,0.24,0.03,0.49,0.86
542,'2017/11/02 23:35:52:361',5,351.640015,68.629997,-1.05,0.058183,0.24,0.03,0.49,0.86
543,'2017/11/02 23:35:52:439',5,351.880005,68.610001,-1.31,0.058183,0.24,0.03,0.49,0.86
544,'2017/11/02 23:35:52:507',5,351.73999,68.650002,-1.17,0.058183,0.24,0.03,0.49,0.86
545,'2017/11/02 23:35:52:575',5,351.679993,68.660004,-1.19,0.058183,0.24,0.03,0.49,0.86
546,'2017/11/02 23:35:52:649',5,351.73999,68.629997,-1.28,0.058183,0.24,0.03,0.49,0.86
547,'2017/11/02 23:35:52:718',5,351.809998,68.629997,-1.33,0.058183,0.24,0.03,0.49,0.86
548,'2017/11/02 23:35:52:774',5,351.76001,68.699997,-1.3,0.058183,0.24,0.03,0.49,0.86
549,'2017/11/02 23:35:52:835',5,351.839996,68.660004,-1.4,0.058183,0.24,0.03,0.49,0.86
550,'2017/11/02 23:35:52:901',5,351.950012,68.690002,-1.52,0.058183,0.24,0.03,0.49,0.86
551,'2017/11/02 23:35:52:954',5,351.940002,68.730003,-1.47,0.058183,0.24,0.03,0.49,0.86
552,'2017/11/02 23:35:53:015',5,352.079987,68.709999,-1.61,0.058183,0.24,0.03,0.49,0.86
553,'2017/11/02 23:35:53:077',5,351.98999,68.830002,-1.46,0.058183,0.24,0.03,0.49,0.86
554,'2017/11/02 23:35:53:129',5,351.950012,68.860001,-1.38,0.058183,0.24,0.03,0.49,0.86
555,'2017/11/02 23:35:53:187',5,351.980011,68.870003,-1.4,0.058183,0.24,0.03,0.49,0.86
556,'2017/11/02 23:35:53:249',5,351.890015,68.900002,-1.27,0.058183,0.24,0.03,0.49,0.86
557,'2017/11/02 23:35:53:319',5,351.929993,68.93,-1.32,0.058183,0.24,0.03,0.49,0.86
558,'2017/11/02 23:35:53:369',5,351.880005,68.919998,-1.26,0.058183,0.24,0.03,0.49,0.86
559,'2017/11/02 23:35:53:428',5,351.809998,68.93,-1.23,0.058183,0.24,0.03,0.49,0.86
560,'2017/11/02 23:35:53:544',5,351.869995,68.919998,-1.37,0.058183,0.24,0.03,0.49,0.86
561,'2017/11/02 23:35:53:581',5,351.779999,68.949997,-1.22,0.058183,0.24,0.03,0.49,0.86
562,'2017/11/02 23:35:53:612',5,351.709991,68.900002,-1.19,0.058183,0.24,0.03,0.49,0.86
563,'2017/11/02 23:35:53:669',5,351.630005,68.910004,-0.99,0.058183,0.24,0.03,0.49,0.86
564,'2017/11/02 23:35:53:730',5,351.859985,68.980003,-1.26,0.058183,0.24,0.03,0.49,0.86
565,'2017/11/02 23:35:53:794',5,351.779999,69.129997,-1.19,0.058183,0.24,0.03,0.49,0.86
566,'2017/11/02 23:35:53:856',5,351.769989,69.040001,-1.19,0.058183,0.24,0.03,0.49,0.86
567,'2017/11/02 23:35:53:920',5,351.700012,69.029999,-1.06,0.058183,0.24,0.03,0.49,0.86
568,'2017/11/02 23:35:53:973',5,351.709991,69.050003,-1.09,0.058183,0.24,0.03,0.49,0.86
569,'2017/11/02 23:35:54:038',5,351.73999,69.160004,-1.13,0.058183,0.24,0.03,0.49,0.86
570,'2017/11/02 23:35:54:107',5,351.709991,69.18,-1.09,0.058183,0.24,0.03,0.49,0.86
571,'2017/11/02 23:35:54:181',5,351.799988,69.160004,-1.16,0.058183,0.24,0.03,0.49,0.86
572,'2017/11/02 23:35:54:254',5,351.769989,69.18,-1.16,0.058183,0.24,0.03,0.49,0.86
573,'2017/11/02 23:35:54:347',5,351.76001,69.18,-1.16,0.058183,0.24,0.03,0.49,0.86
574,'2017/11/02 23:35:54:430',5,351.859985,69.239998,-1.25,0.058183,0.24,0.03,0.49,0.86
575,'2017/11/02 23:35:54:485',5,351.950012,69.190002,-1.29,0.058183,0.24,0.03,0.49,0.86
576,'2017/11/02 23:35:54:540',5,351.940002,69.25,-1.27,0.058183,0.24,0.03,0.49,0.86
577,'2017/11/02 23:35:54:604',5,351.980011,69.25,-1.31,0.058183,0.24,0.03,0.49,0.86
578,'2017/11/02 23:35:54:667',5,352.160004,69.269997,-1.52,0.058183,0.24,0.03,0.49,0.86
579,'2017/11/02 23:35:54:722',5,351.959991,69.269997,-1.33,0.058183,0.24,0.03,0.49,0.86
580,'2017/11/02 23:35:54:785',5,351.890015,69.25,-1.25,0.058183,0.24,0.03,0.49,0.86
581,'2017/11/02 23:35:54:844',5,352.079987,69.209999,-1.51,0.058183,0.24,0.03,0.49,0.86
582,'2017/11/02 23:35:54:904',5,351.920013,69.209999,-1.34,0.058183,0.24,0.03,0.49,0.86
583,'2017/11/02 23:35:54:965',5,352.029999,69.230003,-1.47,0.058183,0.24,0.03,0.49,0.86
584,'2017/11/02 23:35:55:049',5,352.089996,69.220001,-1.61,0.058183,0.24,0.03,0.49,0.86
585,'2017/11/02 23:35:55:078',5,352.079987,69.18,-1.56,0.058183,0.24,0.03,0.49,0.86
586,'2017/11/02 23:35:55:155',5,352.049988,69.199997,-1.54,0.058183,0.24,0.03,0.49,0.86
587,'2017/11/02 23:35:55:204',5,352.230011,69.139999,-1.79,0.058183,0.24,0.03,0.49,0.86
588,'2017/11/02 23:35:55:273',5,352.089996,69.190002,-1.6,0.058183,0.24,0.03,0.49,0.86
589,'2017/11/02 23:35:55:352',5,352.149994,69.129997,-1.67,0.058183,0.24,0.03,0.49,0.86
590,'2017/11/02 23:35:55:414',5,352.059998,69.190002,-1.55,0.058183,0.24,0.03,0.49,0.86
591,'2017/11/02 23:35:55:481',5,352.089996,69.169998,-1.57,0.058183,0.24,0.03,0.49,0.86
592,'2017/11/02 23:35:55:563',5,352.230011,69.160004,-1.66,0.058183,0.24,0.03,0.49,0.86
593,'2017/11/02 23:35:55:628',5,352.299988,69.120003,-1.78,0.058183,0.24,0.03,0.49,0.86
